NTD_ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier
0R01-00288,0R01-024,City of Moscow,MOSC,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,9203,Moscow,ID,83843,,10,http://www.ci.moscow.id.us/,1722,958856338,,,,,,,,,,,,,,
0R01-00291,0R01-042,Northwestern Stagelines Inc,,Northwestern Trailway,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2019,10/31/2019,4611 South Ben Franklin Lane,,,Spokane,WA,99224,5648,10,http://www.appleline.us,1722,062875575,,,,,,,,,,,,,,
0R01-00304,0R01-043,Salt Lake Express,SLE,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2019,10/31/2019,,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,074510038,,,,,,,,,,,,,,
0R01-00311,0R01-003,Mountain Rides Transportation Authority,MRTA,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,,,3091,Ketchum,ID,83340,,10,www.mountainrides.org,1722,020510860,,,,,,,,,27,,27,26,0,
0R01-00341,0R01-021,Selkirks-Pend Oreille Transit Authority (SPOT),SPT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,"31656 Highway 200, Box 8",,,Ponderay,ID,83852,,10,http://www.spotbus.org/,1722,004286194,,,,,,,,,5,,5,,,
0R01-00342,0R01-013,Valley Vista Care Corporation,VVCC,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,820 Elm Street,,,St. Maries,ID,83861,,10,http://www.valleyvista.org,1722,118004456,,,,,,,,,11,,11,,,
0R01-00344,0R01-023,Living Independent Network Corporation,LINC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,"1182 Eastland Drive North, Suite C",,,Twin Falls,ID,83301,8972,10,http://lincidaho.org/,,788612927,,,,,,,,,,,,,,
0R01-00347,0R01-007,SMART Transit,RPT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,,,1102,Lewiston,ID,83501,1102,10,http://www.smarttransit.org,1722,884307661,,,,,,,,,6,,6,,,
0R01-00357,0R01-001,TransIV Buses - College of Southern Idaho,TRANS IV,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,496 Madrona,,1238,Twin Falls,ID,83303,1238,10,http://www.csi.edu/support/transiv/tiv_body.html,1722,082845439,,,,,,,,,9,,9,,,
0R01-00385,0R01-022,Franklin County Medical Center,FCMC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,44 North 100 East,,,Preston,ID,83263,,10,www.fcmc.org,,827617023,,,,,,,,,,,,,,
0R01-00392,0R01-019,Boise Basin Senior Center,BBSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,193,Idaho City,ID,83631,,10,www.boisebasinseniorcenter.com,,611727418,,,,,,,,,,,,,,
0R01-00403,,Lemhi Ride,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,206 Courthouse Drive,,,Salmon,ID,83467,,10,http://www.lemhicountyidaho.org,1722,093122984,,,,,,,,,4,,4,,,
0R01-00404,,Shoshone County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,"700 Bank St., Suite 120",,,Wallace,ID,83873,,10,http://www.shoshonecounty.org,1722,070395058,,,,,,,,,,2,2,,,
0R01-00422,,Oneida County Hospital,OC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,150 N 200 W,,,Malad City,ID,83252,,10,www.oneidacountyhospital.com,,059515569,,,,,,,,,,,,,,
0R01-00423,,Mackay Senior Center,MSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,301 Cedar Ave,,413,Mackay,ID,83251,,10,,,071389709,,,,,,,,,,,,,,
0R01-00424,,Golden Year Senior Center,GYSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,218 N Rail Street W,,399,Shoshone,ID,83352,,10,,,086807450,,,,,,,,,,,,,,
0R01-00425,,Fremont County Senior Center,FCSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,151 W 1st Ave,,,St. Anthony,ID,83445,,10,http://www.stanthonyseniorcenter.org/node/3,,805064953,,,,,,,,,,,,,,
0R01-00426,,Filer Senior Center,FIL,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,222 Main Street,,288,Filer,ID,83328,,10,http://cityoffiler.com/seniorcenter,,939768557,,,,,,,,,,,,,,
0R01-00427,,"Development Workshop, Inc.",DWI,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,555 W 25th Street,,,Idaho Falls,ID,83402,,10,www.dwinc.org,,073017113,,,,,,,,,,,,,,
0R01-00428,,Bingham County Blackfoot Seniors,BCBS,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,20 E Pacific Street,,849,Blackfoot,ID,83221,,10,,,037790292,,,,,,,,,,,,,,
0R01-00429,,University of Idaho,UI,,Active,Reduced Asset Reporter,Asset,University,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,444243,Moscow,ID,83844,,10,www.uidaho.edu,,075746271,,,,,,,,,,,,,,
0R01-00430,,"Witco, Inc.",WIT,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,3919 W Ustick Road,,,Caldwell,ID,83605,,10,www.witcoinc.net,,969763119,,,,,,,,,,,,,,
0R01-00431,,Adams County Health Center,ACHC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,205 N Berkley Street,,428,Council,ID,83612,,10,https://www.achcid.org/,,020924403,,,,,,,,,,,,,,
0R01-00432,,"Three Island Senior Citizens Center, Inc.",TISC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,263,Glenns Ferry,ID,83623,,10,https://www.glennsferryidaho.org/three-island-senior-center/,,181967670,,,,,,,,,,,,,,
0R01-00433,,"Tesh, Inc.",TI,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,3327 W Industrial Loop,,,Coeur d'Alene,ID,83814,,10,www.teshinc.com,,799586458,,,,,,,,,,,,,,
0R01-00434,,St. Mark's Catholic Community,STM,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,7960 W Northview Street,,,Boise,ID,83704,,10,www.stmarksboise.org,,842021495,,,,,,,,,,,,,,
0R01-00435,,Payette Senior Center,PSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,137 N Main Street,,,Payette,ID,83661,,10,,,966340668,,,,,,,,,,,,,,
0R01-00436,,Parma Senior Center,PSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,410 N 8th Street,,,Parma,ID,83660,,10,www.mountainhomeseniorcenter.org,,165928698,,,,,,,,,,,,,,
0R01-00437,,Mountain Home Senior Center,MH,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,1000 N 3rd E,,,Mountain Home,ID,83647,,10,www.mountainhomeseniorcenter.org,,181916172,,,,,,,,,,,,,,
0R01-00438,,Minidoka Memorial Hospital,MMH,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,1224 8th Street,,,Rupert,ID,83501,,10,www.minidokamemorial.com,,867660219,,,,,,,,,,,,,,
0R01-00439,,Metro Community Transportation,MCT,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,304 N Kimball,,,Caldwell,ID,83605,,10,www.ccoaidaho.org,,099324907,,,,,,,,,,,,,,
0R01-00440,,Weiser Senior Center,WE,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,115 E Main,,,Weiser,ID,83672,,10,www.eoaidaho.org,,007180383,,,,,,,,,,,,,,
0R01-00441,,Rimrock Senior Center,RR,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,453,Grand View,ID,83624,,10,www.eoaidaho.org,,111780052,,,,,,,,,,,,,,
0R01-00442,,New Plymouth Senior Center,NP,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,506,New Plymouth,ID,83655,,10,www.eoaidaho.org,,113403612,,,,,,,,,,,,,,
0R01-00443,,New Meadows Senior Center,NM,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,399,New Meadows,ID,83654,,10,www.eoaidaho.org,,184448827,,,,,,,,,,,,,,
0R01-00444,,Melba Valley Senior Center,MEL,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,153,Melba,ID,83641,,10,www.eoaidaho.org,,883057093,,,,,,,,,,,,,,
0R01-00445,,McCall Senior Center,MCC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,2169,McCall,ID,83638,,10,www.eoaidaho.org,,967504689,,,,,,,,,,,,,,
0R01-00446,,Horseshoe Bend Senior Citizens,HSB,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,25,Horseshoe Bend,ID,83629,,10,www.eoaidaho.org,,009941720,,,,,,,,,,,,,,
0R01-00447,,Gem County Senior Center,GMCSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,719 S Johns Ave,,,Emmett,ID,83617,,10,www.eoaidaho.org,,127727022,,,,,,,,,,,,,,
0R01-00448,,Council Senior Center,CNSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,495,Council,ID,83612,,10,www.eoaidaho.org,,833729205,,,,,,,,,,,,,,
0R01-00449,,Cascade Senior Center,CSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,1022,Cascade,ID,83611,,10,www.eoaidaho.org,,794062711,,,,,,,,,,,,,,
0R01-00450,,Cambridge Senior Center,CAM,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,57,Cambridge,ID,83610,,10,,,046009606,,,,,,,,,,,,,,
0R01-00451,,"Boise Good Samaritan Housing, Inc",BG,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,3390 N Collister Drive,,,Boise,ID,83703,,10,www.good-sam.com,,612340422,,,,,,,,,,,,,,
0R01-00452,,Blaine County Seniors Council,BL,The Senior Connection,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,28,Hailey,ID,83333,,10,www.seniorconnectionidaho.org,,005118778,,,,,,,,,,,,,,
0R01-00453,,Bear Lake County Memorial Hospital,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,164 S 5th Street,,,Montpelier,ID,83254,,10,http://www.blmhospital.com/,,020580838,,,,,,,,,,,,,,
0R01-00454,,Kuna Senior Center,KSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,39,Kuna,ID,83634,,10,www.kunaseniorcenter.org,,967050035,,,,,,,,,,,,,,
0R01-00457,,Elderly Opportunity Agency (EOA),EOA,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,134 N Washington Ave,,,Emmett,ID,83617,,10,www.eoaidaho.org,,073125981,,,,,,,,,,,,,,
0R01-00458,,Meridian Senior Center,MSC,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2019,10/31/2019,,,563,Meridian,ID,83680,,10,http://www.meridianseniorscenter.com/,,181936295,,,,,,,,,,,,,,
0R01-80188,8R05-010,Southern Teton Area Rapid Transit,START,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2019,10/31/2019,55 Karns Meadows Dr,,1687,Jackson,WY,83001,,8,http://www.startbus.com/,1722,137683533,,,,,,,,,3,,3,,,
0R02,0R02,Oregon Department of Transportation ,ODOT,,Active,State Reporter,Rural,,,,,6/30/2019,10/31/2019,Public Transit Section ,"555 13th Street, NE",,Salem,OR,97301,,10,http://www.oregon.gov/ODOT/,1723,195234364,,,,,,,,,,,,,,
0R02-00290,0R02-049,City of Cottage Grove,South Lane Wheels,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,400 Main Street,,,Cottage Grove,OR,97424,,10,http://www.southlanetransit.com/,,184939528,,,,,,,,,,6,6,,,
0R02-00296,0R02-028,Tillamook County Transportation District,TCTD; The Wave,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,"3600 Third Street, Ste. A",,,Tillamook,OR,97141,,10,http://www.nworegontransit.org/agencies/tillamook-county-transportation-district/,5979,137058033,,,,,,,,,21,,21,1,0,
0R02-00300,0R02-027,City of Silverton,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,306 S Water,,,Silverton,OR,97381,,10,http://www.silverton.or.us/198/Silver-Trolley,,047413323,,,,,,,,,2,,2,,,
0R02-00301,0R02-008,South Clackamas Transportation District,SCTD,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,,,517,Molalla,OR,97038,,10,http://www.sctd.org,,966796047,,,,,,,,,,4,4,,,
0R02-00307,0R02-006,Coos County Area Transit,CCAT,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,93781 Newport Lane,,,Coos Bay,OR,97420,0,10,http://www.coostransit.org,,784023546,,,,,,,,,12,4,16,,,
0R02-00308,0R02-029,Curry County Public Transit Service District,,,Active,Rural Reporter,Rural,Private Provider Reporting on Behalf of a Public Entity,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,"94235 Moore Street, Suite 122",,,Gold Beach,OR,97444,,10,http://www.currypublictransit.org,,137137639,,,,,,,,,12,,12,,,
0R02-00310,0R02-020,Lincoln County Transportation Service District,Lincoln County Transit,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,410 NE Harney Street,,,Newport,OR,97365,2898,10,http://co.lincoln.or.us/transit,5910,137826629,,,,,,,,,13,,13,,,
0R02-00313,0R02-023,Grant County Transportation District,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,,,126,John Day,OR,97845,126,10,http://www.grantcountypeoplemover.com,,824634380,,,,,,,,,8,,8,,,
0R02-00319,0R02-002,Hood River County Transportation District,CAT,Columbia Area Transit,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,,,1147,Hood River,OR,97031,0,10,http://catransit.org,,137820200,,,,,,,,,10,,10,,,
0R02-00321,0R02-015,Yamhill County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,535 NE 5th St,,,McMinnville,OR,97128,,10,http://www.yctransitarea.org,,062787684,,,,,,,,,,26,26,,,
0R02-00323,0R02-046,Malheur Council on Aging and Community Services,MCOA,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,842 SE 1st Avenue,,,Ontario,OR,97914,,10,www.mcoacs.org,,087461521,,,,,,,,,9,,9,,,
0R02-00325,0R02-057,"MTR Western, LLC",NorthWest POINT,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2019,10/31/2019,720 South Forest Street,,,Seattle,WA,98134,,10,https://oregon-point.com/northwest-point/,,006658878,,,,,,,,,,,,,,
0R02-00326,0R02-048,CAC Transportation,Central Oregon Breeze,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2019,10/31/2019,,,8819,Bend,OR,97402,,10,http://www.cobreeze.com,,196255988,,,,,,,,,,,,,,
0R02-00330,0R02-025,City of Canby,CAT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,Canby Area Transit,,930,Canby,OR,97013,930,10,http://www.canbyoregon.gov/transportation/routes.htm,,786987417,,,,,,,,,,8,8,,,
0R02-00331,0R02-026,Sunset Empire Transportation District,SETD,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,900 Marine Drive,,,Astoria,OR,97103,0,10,http://www.ridethebus.org,,068711626,,,,,,,,,10,,10,,,
0R02-00339,0R02-001,Basin Transit Service,BTS,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,1130 Adams Street,,,Klamath Falls,OR,97601,,10,www.basintransit.com,,007239569,,,,,,,,,10,,10,,,
0R02-00343,0R02-012,Community Connection of Northeast Oregon,CCNO,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,2802 Adams Avenue,,,LaGrande,OR,97850,1147,10,http://www.neotransit.org/,,083649087,,,,,,,,,20,,20,19,18,
0R02-00348,0R02-059,"Senior Citizens of Sweet Home, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,880 18th Ave,,,Sweet Home,OR,97386,,10,http://www.linnshuttle.com,,165530130,,,,,,,,,12,,12,,,
0R02-00351,0R02-036,Douglas County,UTrans and DouglasRides,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,621 West Madrone Street,1036 SE Douglas Avenue,,Roseburg,OR,97470,9637,10,http://www.douglasrides.org/,,030778864,,,,,,,,,,26,26,35,0,
