NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
00420,Native Village of Unalakleet,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
00455,Samish Indian Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,$0,$0,$0
00455,Samish Indian Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,$0,$0,$0
0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$184,$0,$184
0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$222,573",$0,"$222,573"
0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,VP,DO,Funds Expended on Capital,$0,$0,$0
0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,VP,DO,Funds Expended on Operations,"$157,935",$0,"$157,935"
0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
0R01-00342,Valley Vista Care Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R01-00342,Valley Vista Care Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
0R01-00347,SMART Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R01-00347,SMART Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$2,295",$0,"$2,295"
0R01-00347,SMART Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R01-00347,SMART Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
0R01-00357,TransIV Buses - College of Southern Idaho,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R01-00357,TransIV Buses - College of Southern Idaho,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$13,207",$0,"$13,207"
0R01-00403,Lemhi Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R01-00403,Lemhi Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$7,129",$0,"$7,129"
0R01-00404,Shoshone County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R01-00404,Shoshone County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,$0,$0,$0
0R01-00404,Shoshone County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R01-00404,Shoshone County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,$0,$0,$0
0R01-80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R01-80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$119,089",$0,"$119,089"
0R02-00290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$12,632","$10,485","$23,117"
0R02-00290,City of Cottage Grove,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00290,City of Cottage Grove,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$1,666",$50,"$1,716"
0R02-00296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$146,493","$4,199","$150,692"
0R02-00296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$30,929","$524,336","$555,265"
0R02-00296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$119,895",$0,"$119,895"
0R02-00300,City of Silverton,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00300,City of Silverton,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$1,845",$0,"$1,845"
0R02-00301,South Clackamas Transportation District,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00301,South Clackamas Transportation District,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$38,870",$0,"$38,870"
0R02-00301,South Clackamas Transportation District,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00301,South Clackamas Transportation District,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,$0,$0,$0
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$4,122","$7,657","$11,779"
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$24,593","$28,383","$52,976"
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,DT,PT,Funds Expended on Capital,$0,$0,$0
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,DT,PT,Funds Expended on Operations,"$2,150",$0,"$2,150"
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00307,Coos County Area Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$18,841","$16,253","$35,094"
0R02-00308,Curry County Public Transit Service District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00308,Curry County Public Transit Service District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$17,236",$0,"$17,236"
0R02-00308,Curry County Public Transit Service District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00308,Curry County Public Transit Service District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$40,172",$0,"$40,172"
0R02-00310,Lincoln County Transportation Service District,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00310,Lincoln County Transportation Service District,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$31,273","$2,390","$33,663"
0R02-00310,Lincoln County Transportation Service District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00310,Lincoln County Transportation Service District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$58,638","$9,565","$68,203"
0R02-00310,Lincoln County Transportation Service District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00310,Lincoln County Transportation Service District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$105,548","$14,612","$120,160"
0R02-00313,Grant County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00313,Grant County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$21,188",$0,"$21,188"
0R02-00313,Grant County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00313,Grant County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$21,056",$0,"$21,056"
0R02-00319,Hood River County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00319,Hood River County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$16,000","$200,000","$216,000"
0R02-00319,Hood River County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00319,Hood River County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$22,967","$92,695","$115,662"
0R02-00319,Hood River County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00319,Hood River County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$8,001","$1,499","$9,500"
0R02-00321,Yamhill County,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00321,Yamhill County,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$101,203","$12,575","$113,778"
0R02-00321,Yamhill County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00321,Yamhill County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$78,203","$9,716","$87,919"
0R02-00321,Yamhill County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00321,Yamhill County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$50,602","$6,287","$56,889"
0R02-00323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$6,426",$0,"$6,426"
0R02-00323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$31,024",$0,"$31,024"
0R02-00323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$11,005",$0,"$11,005"
0R02-00330,City of Canby,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00330,City of Canby,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$7,060","$1,500","$8,560"
0R02-00330,City of Canby,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00330,City of Canby,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$55,666","$2,240","$57,906"
0R02-00331,Sunset Empire Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00331,Sunset Empire Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$17,608","$41,992","$59,600"
0R02-00331,Sunset Empire Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00331,Sunset Empire Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$193,173","$22,326","$215,499"
0R02-00339,Basin Transit Service,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00339,Basin Transit Service,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$65,175",$0,"$65,175"
0R02-00339,Basin Transit Service,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00339,Basin Transit Service,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$242,366",$0,"$242,366"
0R02-00343,Community Connection of Northeast Oregon,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00343,Community Connection of Northeast Oregon,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$12,431",$0,"$12,431"
0R02-00343,Community Connection of Northeast Oregon,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00343,Community Connection of Northeast Oregon,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$31,129",$0,"$31,129"
0R02-00343,Community Connection of Northeast Oregon,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00343,Community Connection of Northeast Oregon,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$24,342",$0,"$24,342"
0R02-00348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$35,294",$0,"$35,294"
0R02-00348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$7,539",$0,"$7,539"
0R02-00348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$3,915",$0,"$3,915"
0R02-00351,Douglas County,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00351,Douglas County,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$17,423",$150,"$17,573"
0R02-00351,Douglas County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00351,Douglas County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$12,591",$920,"$13,511"
0R02-00351,Douglas County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00351,Douglas County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$48,984","$74,848","$123,832"
0R02-00359,City of Pendleton,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00359,City of Pendleton,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$39,862",$0,"$39,862"
0R02-00359,City of Pendleton,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00359,City of Pendleton,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,$390,$0,$390
0R02-00360,City of Woodburn,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00360,City of Woodburn,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$21,151",$0,"$21,151"
0R02-00360,City of Woodburn,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00360,City of Woodburn,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$22,841",$0,"$22,841"
0R02-00363,Clackamas County Social Services,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00363,Clackamas County Social Services,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$117,462",$0,"$117,462"
0R02-00363,Clackamas County Social Services,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00363,Clackamas County Social Services,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
0R02-00363,Clackamas County Social Services,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00363,Clackamas County Social Services,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$14,318",$0,"$14,318"
0R02-00374,Harney County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00374,Harney County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$50,125",$0,"$50,125"
0R02-00374,Harney County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00374,Harney County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,$0,$0,$0
0R02-00375,Columbia County,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00375,Columbia County,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$76,346","$29,130","$105,476"
0R02-00375,Columbia County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00375,Columbia County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$55,138","$21,038","$76,176"
0R02-00375,Columbia County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00375,Columbia County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$80,587","$30,748","$111,335"
0R02-00377,City of Lebanon,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00377,City of Lebanon,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$12,175",$0,"$12,175"
0R02-00377,City of Lebanon,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00377,City of Lebanon,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$3,851",$0,"$3,851"
0R02-00389,City of Sandy,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00389,City of Sandy,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$78,734",$0,"$78,734"
0R02-00389,City of Sandy,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
0R02-00389,City of Sandy,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$6,274",$0,"$6,274"
0R02-00389,City of Sandy,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R02-00389,City of Sandy,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,$0,$0,$0
0R02-00396,Mid-Columbia Economic Development District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R02-00396,Mid-Columbia Economic Development District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$30,446",$0,"$30,446"
0R02-00396,Mid-Columbia Economic Development District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R02-00396,Mid-Columbia Economic Development District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$929,$0,$929
0R03-00033,Senior Services of Snohomish County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R03-00033,Senior Services of Snohomish County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$21,106","$73,370","$94,476"
0R03-00282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R03-00282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$5,198","$2,487","$7,685"
0R03-00285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
0R03-00285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$3,241",$0,"$3,241"
0R03-00286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
0R03-00286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$2,680",$0,"$2,680"
0R03-00286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R03-00286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$7,829",$0,"$7,829"
0R03-00287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R03-00287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
0R03-00287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R03-00287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
0R03-00294,Pullman Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
0R03-00294,Pullman Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$11,806",$0,"$11,806"
0R03-00294,Pullman Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
0R03-00294,Pullman Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$28,626","$2,456,494","$2,485,120"
0R03-00297,People for People Yakima,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
